#::	$Id: nmap-mac-prefixes 4117 2006-11-02 19:46:28Z fyodor $ generated with make-mac-prefixes.pl
#::	Original data comes from http://standards.ieee.org/regauth/oui/oui.txt
#::	These values are known as Organizationally Unique Identifiers (OUIs)
#::	See http://standards.ieee.org/faqs/OUI.html
#::	We have added a few unregistered OUIs at the end.
00:80:D8	Network Peripherals
00:80:D9	EMK Elektronik
00:80:DA	Bruel & Kjaer
00:80:DB	Graphon
00:80:DC	Picker International
00:80:DD	GMX/gimix
00:80:DE	Gipsi S.A.
00:80:DF	ADC Codenoll Technology
00:80:E0	XTP Systems
00:80:E1	Stmicroelectronics
00:80:E2	T.d.i. CO.
00:80:E3	Coral Network
00:80:E4	Northwest Digital Systems
00:80:E5	LSI Logic
00:80:E6	Peer Networks
00:80:E7	Lynwood Scientific DEV.
00:80:E8	Cumulus Corporatiion
00:80:E9	Madge
00:80:EA	Adva Optical Networking
00:80:EB	Compcontrol B.V.
00:80:EC	Supercomputing Solutions
00:80:ED	IQ Technologies
00:80:EE	Thomson CSF
00:80:EF	Rational
00:80:F0	Panasonic Communications Co.
00:80:F1	Opus Systems
00:80:F2	Raycom Systems
00:80:F3	SUN Electronics
00:80:F4	Telemecanique Electrique
00:80:F5	Quantel
00:80:F6	Synergy Microsystems
00:80:F7	Zenith Electronics
00:80:F8	Mizar
00:80:F9	Heurikon
00:80:FA	RWT Gmbh
00:80:FB	BVM Limited
00:80:FC	Avatar
00:80:FD	Exsceed Corpration
00:80:FE	Azure Technologies
00:80:FF	SOC. DE Teleinformatique RTC
00:90:00	Diamond Multimedia
00:90:01	Nishimu Electronics Industries CO.
00:90:02	Allgon AB
00:90:03	Aplio
00:90:04	3com Europe
00:90:05	Protech Systems CO.
00:90:06	Hamamatsu Photonics K.K.
00:90:07	Domex Technology
00:90:08	HanA Systems
00:90:09	i Controls
00:90:0A	Proton Electronic Industrial CO.
00:90:0B	Lanner Electronics
00:90:0C	Cisco Systems
00:90:0D	Overland Data
00:90:0E	Handlink Technologies
00:90:0F	Kawasaki Heavy Industries
00:90:10	Simulation Laboratories
00:90:11	Wavtrace
00:90:12	Globespan Semiconductor
00:90:13	Samsan
00:90:14	Rotork Instruments
00:90:15	Centigram Communications
00:90:16	ZAC
00:90:17	Zypcom
00:90:18	ITO Electric Industry CO
00:90:19	Hermes Electronics CO.
00:90:1A	Unisphere Solutions
00:90:1B	Digital Controls
00:90:1C	mps Software Gmbh
00:90:1D	PEC (nz)
00:90:1E	Selesta Ingegne RIA S.p.a.
00:90:1F	Adtec Productions
00:90:20	Philips Analytical X-ray B.V.
00:90:21	Cisco Systems
00:90:22	Ivex
00:90:23	Zilog
00:90:24	Pipelinks
00:90:25	Vision Systems
00:90:26	Advanced Switching Communications
00:90:27	Intel
00:90:28	Nippon Signal CO.
00:90:29	Crypto AG
00:90:2A	Communication Devices
00:90:2B	Cisco Systems
00:90:2C	Data & Control Equipment
00:90:2D	Data Electronics (aust.)
00:90:2E	Namco Limited
00:90:2F	Netcore Systems
00:90:30	Honeywell-dating
00:90:31	Mysticom
00:90:32	Pelcombe Group
00:90:33	Innovaphone AG
00:90:34	Imagic
00:90:35	Alpha Telecom
00:90:36	ens
00:90:37	Acucomm
00:90:38	Fountain Technologies
00:90:39	Shasta Networks
00:90:3A	Nihon Media Tool
00:90:3B	TriEMS Research Lab
00:90:3C	Atlantic Network Systems
00:90:3D	Biopac Systems
00:90:3E	N.V. Philips Industrial Activities
00:90:3F	Aztec Radiomedia
00:90:40	Siemens Network Convergence
00:90:41	Applied Digital Access
00:90:42	ECCS
00:90:43	Nichibei Denshi CO.
00:90:44	Assured Digital
00:90:45	Marconi Communications
00:90:46	Dexdyne
00:90:47	Giga Fast E.
00:90:48	Zeal
00:90:49	Entridia
00:90:4A	Concur System Technologies
00:90:4B	GemTek Technology Co.
00:90:4C	Epigram
00:90:4D	Spec S.A.
00:90:4E	Delem BV
00:90:4F	ABB Power T&D Company
00:90:50	Teleste OY
00:90:51	Ultimate Technology
00:90:52	Selcom Elettronica S.r.l.
00:90:53	Daewoo Electronics CO.
00:90:54	Innovative Semiconductors
00:90:55	Parker Hannifin Compumotor Division
00:90:56	Telestream
00:90:57	AANetcom
00:90:58	Ultra Electronics, Command and Control Systems
00:90:59	Telecom Device K.K.
00:90:5A	Dearborn Group
00:90:5B	Raymond AND LAE Engineering
00:90:5C	Edmi
00:90:5D	Netcom Sicherheitstechnik Gmbh
00:90:5E	Rauland-borg
00:90:5F	Cisco Systems
00:90:60	System Create
00:90:61	Pacific Research & Engineering
00:90:62	ICP Vortex Computersysteme Gmbh
00:90:63	Coherent Communications Systems
00:90:64	Thomson Broadcast Systems
00:90:65	Finisar
00:90:66	Troika Networks
00:90:67	WalkAbout Computers
00:90:68	DVT
00:90:69	Juniper Networks
00:90:6A	Turnstone Systems
00:90:6B	Applied Resources
00:90:6C	Sartorius Hamburg GmbH
00:90:6D	Cisco Systems
00:90:6E	Praxon
00:90:6F	Cisco Systems
00:90:70	NEO Networks
00:90:71	Applied Innovation
00:90:72	Simrad AS
00:90:73	Gaio Technology
00:90:74	Argon Networks
00:90:75	NEC DO Brasil S.A.
00:90:76	FMT Aircraft Gate Support Systems AB
00:90:77	Advanced Fibre Communications
00:90:78	MER Telemanagement Solutions
00:90:79	ClearOne
00:90:7A	Spectralink
00:90:7B	E-tech
00:90:7C	Digitalcast
00:90:7D	Lake Communications
00:90:7E	Vetronix
00:90:7F	WatchGuard Technologies
00:90:80	NOT Limited
00:90:81	Aloha Networks
00:90:82	Force Institute
00:90:83	Turbo Communication
00:90:84	Atech System
00:90:85	Golden Enterprises
00:90:86	Cisco Systems
00:90:87	Itis
00:90:88	Baxall Security
00:90:89	Softcom Microsystems
00:90:8A	Bayly Communications
00:90:8B	PFU Systems
00:90:8C	Etrend Electronics
00:90:8D	Vickers Electronics Systems
00:90:8E	Nortel Networks Broadband Access
00:90:8F	Audio Codes
00:90:90	I-bus
00:90:91	DigitalScape
00:90:92	Cisco Systems
00:90:93	Nanao
00:90:94	Osprey Technologies
00:90:95	Universal Avionics
00:90:96	Askey Computer
00:90:97	Sycamore Networks
00:90:98	SBC Designs
00:90:99	Allied Telesis
00:90:9A	ONE World Systems
00:90:9B	Markpoint AB
00:90:9C	Terayon Communications Systems
00:90:9D	NovaTech Process Solutions
00:90:9E	Critical IO
00:90:9F	Digi-data
00:90:A0	8X8
00:90:A1	Flying PIG Systems
00:90:A2	Cybertan Technology
00:90:A3	Corecess
00:90:A4	Altiga Networks
00:90:A5	Spectra Logic
00:90:A6	Cisco Systems
00:90:A7	Clientec
00:90:A8	NineTiles Networks
00:90:A9	Western Digital
00:90:AA	Indigo Active Vision Systems Limited
00:90:AB	Cisco Systems
00:90:AC	Optivision
00:90:AD	Aspect Electronics
00:90:AE	Italtel S.p.a.
00:90:AF	J. Morita MFG.
00:90:B0	Vadem
00:90:B1	Cisco Systems
00:90:B2	Avici Systems
00:90:B3	Agranat Systems
00:90:B4	Willowbrook Technologies
00:90:B5	Nikon
00:90:B6	Fibex Systems
00:90:B7	Digital Lightwave
00:90:B8	Rohde & Schwarz Gmbh & CO. KG
00:90:B9	Beran Instruments
00:90:BA	Valid Networks
00:90:BB	Tainet Communication System
00:90:BC	Telemann CO.
00:90:BD	Omnia Communications
00:90:BE	Ibc/integrated Business Computers
00:90:BF	Cisco Systems
00:90:C0	K.J. LAW Engineers
00:90:C1	Peco II
00:90:C2	JK microsystems
00:90:C3	Topic Semiconductor
00:90:C4	Javelin Systems
00:90:C5	Internet Magic
00:90:C6	Optim Systems
00:90:C7	Icom
00:90:C8	Waverider Communications (canada)
00:90:C9	Dpac Technologies
00:90:CA	Accord Video Telecommunications
00:90:CB	Wireless OnLine
00:90:CC	Planet Communications
00:90:CD	Ent-empresa Nacional DE Telecommunicacoes
00:90:CE	Tetra Gmbh
00:90:CF	Nortel
00:90:D0	Thomson Telecom Belgium
00:90:D1	Leichu Enterprise CO.
00:90:D2	Artel Video Systems
00:90:D3	Giesecke & Devrient Gmbh
00:90:D4	BindView Development
00:90:D5	Euphonix
00:90:D6	Crystal Group
00:90:D7	NetBoost
00:90:D8	Whitecross Systems
00:90:D9	Cisco Systems
00:90:DA	Dynarc
00:90:DB	Next Level Communications
00:90:DC	Teco Information Systems
00:90:DD	THE Miharu Communications CO.
00:90:DE	Cardkey Systems
00:90:DF	Mitsubishi Chemical America
00:90:E0	Systran
00:90:E1	Telena S.p.a.
00:90:E2	Distributed Processing Technology
00:90:E3	Avex Electronics
00:90:E4	NEC America
00:90:E5	Teknema
00:90:E6	Acer Laboratories
00:90:E7	Horsch Elektronik AG
00:90:E8	Moxa Technologies
00:90:E9	Janz Computer AG
00:90:EA	Alpha Technologies
00:90:EB	Sentry Telecom Systems
00:90:EC	Pyrescom
00:90:ED	Central System Research CO.
00:90:EE	Personal Communications Technologies
00:90:EF	Integrix
00:90:F0	Harmonic Video Systems
00:90:F1	DOT Hill Systems
00:90:F2	Cisco Systems
00:90:F3	Aspect Communications
00:90:F4	Lightning Instrumentation
00:90:F5	Clevo CO.
00:90:F6	Escalate Networks
00:90:F7	Nbase Communications
00:90:F8	Mediatrix Telecom
00:90:F9	Leitch
00:90:FA	Emulex
00:90:FB	Portwell
00:90:FC	Network Computing Devices
00:90:FD	CopperCom
00:90:FE	Elecom CO.,  (laneed DIV.)
00:90:FF	Tellus Technology
00:91:D6	Crystal Group
00:9D:8E	Cardiac Recorders
00:A0:00	Centillion Networks
00:A0:01	DRS Signal Solutions
00:A0:02	Leeds & Northrup Australia
00:A0:03	Staefa Control System
00:A0:04	Netpower
00:A0:05	Daniel Instruments
00:A0:06	Image Data Processing System Group
00:A0:07	Apexx Technology
00:A0:08	Netcorp
00:A0:09	Whitetree Network
00:A0:0A	R.d.c. Communication
00:A0:0B	Computex CO.
00:A0:0C	Kingmax Technology
00:A0:0D	THE Panda Project
00:A0:0E	Visual Networks
00:A0:0F	Broadband Technologies
00:A0:10	Syslogic Datentechnik AG
00:A0:11	Mutoh Industries
00:A0:12	B.a.t.m. Advanced Technologies
00:A0:13	Teltrend
00:A0:14	Csir
00:A0:15	Wyle
00:A0:16	Micropolis
00:A0:17	J B
00:A0:18	Creative Controllers
00:A0:19	Nebula Consultants
00:A0:1A	Binar Elektronik AB
00:A0:1B	Premisys Communications
00:A0:1C	Nascent Networks
00:A0:1D	Sixnet
00:A0:1E	EST
00:A0:1F	Tricord Systems
00:A0:20	Citicorp/tti
00:A0:21	General Dynamics
00:A0:22	Centre FOR Development OF Advanced Computing
00:A0:23	Applied Creative Technology
00:A0:24	3com
00:A0:25	Redcom Labs
00:A0:26	Teldat
00:A0:27	Firepower Systems
00:A0:28	Conner Peripherals
00:A0:29	Coulter
00:A0:2A	Trancell Systems
00:A0:2B	Transitions Research
00:A0:2C	interWAVE Communications
00:A0:2D	1394 Trade Association
00:A0:2E	Brand Communications
00:A0:2F	Pirelli Cavi
00:A0:30	Captor Nv/sa
00:A0:31	Hazeltine, MS 1-17
00:A0:32	GES Singapore PTE.
00:A0:33	imc MeBsysteme GmbH
00:A0:34	Axel
00:A0:35	Cylink
00:A0:36	Applied Network Technology
00:A0:37	Datascope
00:A0:38	Email Electronics
00:A0:39	Ross Technology
00:A0:3A	Kubotek
00:A0:3B	Toshin Electric CO.
00:A0:3C	Eg&g Nuclear Instruments
00:A0:3D	Opto-22
00:A0:3E	ATM Forum
00:A0:3F	Computer Society Microprocessor & Microprocessor Standards
00:A0:40	Apple Computer
00:A0:41	Inficon
00:A0:42	Spur Products
00:A0:43	American Technology LABS
00:A0:44	NTT IT CO.
00:A0:45	Phoenix Contact Gmbh & CO.
00:A0:46	Scitex
00:A0:47	Integrated Fitness
00:A0:48	Questech
00:A0:49	Digitech Industries
00:A0:4A	Nisshin Electric CO.
00:A0:4B	TFL LAN
00:A0:4C	Innovative Systems & Technologies
00:A0:4D	EDA Instruments
00:A0:4E	Voelker Technologies
00:A0:4F	Ameritec
00:A0:50	Cypress Semiconductor
00:A0:51	Angia Communications.
00:A0:52	Stanilite Electronics
00:A0:53	Compact Devices
00:A0:54	Private
00:A0:55	Data Device
00:A0:56	Micropross
00:A0:57	Lancom Systems Gmbh
00:A0:58	Glory
00:A0:59	Hamilton Hallmark
00:A0:5A	Kofax Image Products
00:A0:5B	Marquip
00:A0:5C	Inventory Conversion
00:A0:5D	CS Computer Systeme Gmbh
00:A0:5E	Myriad Logic
00:A0:5F	BTG Engineering BV
00:A0:60	Acer Peripherals
00:A0:61	Puritan Bennett
00:A0:62	AES Prodata
00:A0:63	JRL Systems
00:A0:64	Kvb/analect
00:A0:65	Symantec
00:A0:66	ISA CO.
00:A0:67	Network Services Group
00:A0:68	BHP Limited
00:A0:69	Symmetricom
00:A0:6A	Verilink
00:A0:6B	DMS Dorsch Mikrosystem Gmbh
00:A0:6C	Shindengen Electric MFG. CO.
00:A0:6D	Mannesmann Tally
00:A0:6E	Austron
00:A0:6F	THE Appcon Group
00:A0:70	Coastcom
00:A0:71	Video Lottery Technologies
00:A0:72	Ovation Systems
00:A0:73	Com21
00:A0:74	Perception Technology
00:A0:75	Micron Technology
00:A0:76	Cardware LAB
00:A0:77	Fujitsu Nexion
00:A0:78	Marconi Communications
00:A0:79	Alps Electric (usa)
00:A0:7A	Advanced Peripherals Technologies
00:A0:7B	Dawn Computer Incorporation
00:A0:7C	Tonyang Nylon CO.
00:A0:7D	Seeq Technology
00:A0:7E	Avid Technology
00:A0:7F	Gsm-syntel
00:A0:80	SBE
00:A0:81	Alcatel Data Networks
00:A0:82	NKT Elektronik A/S
00:A0:83	Asimmphony Turkey
00:A0:84	Dataplex
00:A0:85	Private
00:A0:86	Amber Wave Systems
00:A0:87	Zarlink Semiconductor
00:A0:88	Essential Communications
00:A0:89	Xpoint Technologies
00:A0:8A	Brooktrout Technology
00:A0:8B	Aston Electronic Designs
00:A0:8C	MultiMedia LANs
00:A0:8D	Jacomo
00:A0:8E	Nokia Internet Communications
00:A0:8F	Desknet Systems
00:A0:90	TimeStep
00:A0:91	Applicom International
00:A0:92	H. Bollmann Manufacturers
00:A0:93	B/E Aerospace
00:A0:94	Comsat
00:A0:95	Acacia Networks
00:A0:96	Mitumi Electric CO.
00:A0:97	JC Information Systems
00:A0:98	Network Appliance
00:A0:99	K-net
00:A0:9A	Nihon Kohden America
00:A0:9B	Qpsx Communications
00:A0:9C	Xyplex
00:A0:9D	Johnathon Freeman Technologies
00:A0:9E	Ictv
00:A0:9F	Commvision
00:A0:A0	Compact DATA
00:A0:A1	Epic Data
00:A0:A2	Digicom S.p.a.
00:A0:A3	Reliable Power Meters
00:A0:A4	Micros Systems
00:A0:A5	Teknor Microsysteme
00:A0:A6	M.I. Systems
00:A0:A7	Vorax
00:A0:A8	Renex
00:A0:A9	Navtel Communications
00:A0:AA	Spacelabs Medical
00:A0:AB	Netcs Informationstechnik Gmbh
00:A0:AC	Gilat Satellite Networks
00:A0:AD	Marconi SPA
00:A0:AE	Nucom Systems
00:A0:AF	WMS Industries
00:A0:B0	I-O Data Device
00:A0:B1	First Virtual
00:A0:B2	Shima Seiki
00:A0:B3	Zykronix
00:A0:B4	Texas Microsystems
00:A0:B5	3H Technology
00:A0:B6	Sanritz Automation CO.
00:A0:B7	Cordant
00:A0:B8	Symbios Logic
00:A0:B9	Eagle Technology
00:A0:BA	Patton Electronics CO.
00:A0:BB	Hilan Gmbh
00:A0:BC	Viasat, Incorporated
00:A0:BD	I-tech
00:A0:BE	Integrated Circuit Systems, Communications Group
00:A0:BF	Wireless Data Group Motorola
00:A0:C0	Digital Link
00:A0:C1	Ortivus Medical AB
00:A0:C2	R.A. Systems CO.
00:A0:C3	Unicomputer Gmbh
00:A0:C4	Cristie Electronics
00:A0:C5	Zyxel Communication
00:A0:C6	Qualcomm Incorporated
00:A0:C7	Tadiran Telecommunications
00:A0:C8	Adtran
00:A0:C9	Intel - Hf1-06
00:A0:CA	Fujitsu Denso
00:A0:CB	ARK Telecommunications
00:A0:CC	Lite-on Communications
00:A0:CD	DR. Johannes Heidenhain Gmbh
00:A0:CE	Astrocom
00:A0:CF	Sotas
00:A0:D0	TEN X Technology
00:A0:D1	Inventec
00:A0:D2	Allied Telesis International
00:A0:D3	Instem Computer Systems
00:A0:D4	Radiolan
00:A0:D5	Sierra Wireless
00:A0:D6	SBE
00:A0:D7	Kasten Chase Applied Research
00:A0:D8	Spectra - TEK
00:A0:D9	Convex Computer
00:A0:DA	Integrated Systems Technology
00:A0:DB	Fisher & Paykel Production
00:A0:DC	O.N. Electronic CO.
00:A0:DD	Azonix
00:A0:DE	Yamaha
00:A0:DF	STS Technologies
00:A0:E0	Tennyson Technologies
00:A0:E1	Westport Research Associates
00:A0:E2	Keisoku Giken
00:A0:E3	XKL Systems
00:A0:E4	Optiquest
00:A0:E5	NHC Communications
00:A0:E6	Dialogic
00:A0:E7	Central Data
00:A0:E8	Reuters Holdings PLC
00:A0:E9	Electronic Retailing Systems International
00:A0:EA	Ethercom
00:A0:EB	Encore Networks
00:A0:EC	Transmitton
00:A0:ED	Brooks Automation
00:A0:EE	Nashoba Networks
00:A0:EF	Lucidata
00:A0:F0	Toronto Microelectronics
00:A0:F1	MTI
00:A0:F2	Infotek Communications
00:A0:F3	Staubli
00:A0:F4	GE
00:A0:F5	Radguard
00:A0:F6	AutoGas Systems
00:A0:F7	V.I Computer
00:A0:F8	Symbol Technologies
00:A0:F9	Bintec Communications Gmbh
00:A0:FA	Marconi Communication GmbH
00:A0:FB	Toray Engineering CO.
00:A0:FC	Image Sciences
00:A0:FD	Scitex Digital Printing
00:A0:FE	Boston Technology
00:A0:FF	Tellabs Operations
00:AA:00	Intel
00:AA:01	Intel
00:AA:02	Intel
00:AA:3C	Olivetti Telecom SPA (olteco)
00:B0:09	Grass Valley Group
00:B0:17	InfoGear Technology
00:B0:19	Casi-Rusco
00:B0:1C	Westport Technologies
00:B0:1E	Rantic Labs
00:B0:2A	Orsys Gmbh
00:B0:2D	ViaGate Technologies
00:B0:3B	HiQ Networks
00:B0:48	Marconi Communications
00:B0:4A	Cisco Systems
00:B0:52	Intellon
00:B0:64	Cisco Systems
00:B0:69	Honewell Oy
00:B0:6D	Jones Futurex
00:B0:80	Mannesmann Ipulsys B.V.
00:B0:86	LocSoft Limited
00:B0:8E	Cisco Systems
00:B0:91	Transmeta
00:B0:94	Alaris
00:B0:9A	Morrow Technologies
00:B0:9D	Point Grey Research
00:B0:AC	Siae-microelettronica S.p.a.
00:B0:AE	Symmetricom
00:B0:B3	Xstreamis PLC
00:B0:C2	Cisco Systems
00:B0:C7	Tellabs Operations
00:B0:CE	Technology Rescue
00:B0:D0	Dell Computer
00:B0:DB	Nextcell
00:B0:DF	Reliable Data Technology
00:B0:E7	British Federal
00:B0:EC	Eacem
00:B0:EE	Ajile Systems
00:B0:F0	Caly Networks
00:B0:F5	NetWorth Technologies
00:BA:C0	Biometric Access Company
00:BB:01	Octothorpe
00:BB:F0	Ungermann-bass
00:C0:00	Lanoptics
00:C0:01	Diatek Patient Managment
00:C0:02	Sercomm
00:C0:03	Globalnet Communications
00:C0:04	Japan Business Computerltd
00:C0:05	Livingston Enterprises
00:C0:06	Nippon Avionics CO.
00:C0:07	Pinnacle Data Systems
00:C0:08	Seco SRL
00:C0:09	KT Technology (S) PTE
00:C0:0A	Micro Craft
00:C0:0B	Norcontrol A.S.
00:C0:0C	Relia Technolgies
00:C0:0D	Advanced Logic Research
00:C0:0E	Psitech
00:C0:0F	Quantum Software Systems
00:C0:10	Hirakawa Hewtech
00:C0:11	Interactive Computing Devices
00:C0:12	Netspan
00:C0:13	Netrix
00:C0:14	Telematics Calabasas Int'l
00:C0:15	NEW Media
00:C0:16	Electronic Theatre Controls
00:C0:17	Forte Networks
00:C0:18	Lanart
00:C0:19	Leap Technology
00:C0:1A	Corometrics Medical Systems
00:C0:1B	Socket Communications
00:C0:1C	Interlink Communications
00:C0:1D	Grand Junction Networks
00:C0:1E	LA Francaise DES Jeux
00:C0:1F	S.e.r.c.e.l.
00:C0:20	Arco Electronic, Control
00:C0:21	Netexpress
00:C0:22	Lasermaster Technologies
00:C0:23	Tutankhamon Electronics
00:C0:24	Eden Sistemas DE Computacao SA
00:C0:25	Dataproducts
00:C0:26	Lans Technology CO.
00:C0:27	Cipher Systems
00:C0:28	Jasco
00:C0:29	Nexans Deutschland AG - ANS
00:C0:2A	Ohkura Electric CO.
00:C0:2B	Gerloff Gesellschaft FUR
00:C0:2C	Centrum Communications
00:C0:2D	Fuji Photo Film CO.
00:C0:2E	Netwiz
00:C0:2F	Okuma
00:C0:30	Integrated Engineering B. V.
00:C0:31	Design Research Systems
00:C0:32	I-cubed Limited
00:C0:33	Telebit Communications APS
00:C0:34	Transaction Network
00:C0:35	Quintar Company
00:C0:36	Raytech Electronic
00:C0:37	Dynatem
00:C0:38	Raster Image Processing System
00:C0:39	Teridian Semiconductor
00:C0:3A	Men-mikro Elektronik Gmbh
00:C0:3B	Multiaccess Computing
00:C0:3C	Tower Tech S.r.l.
00:C0:3D	Wiesemann & Theis Gmbh
00:C0:3E	FA. GEBR. Heller Gmbh
00:C0:3F	Stores Automated Systems
00:C0:40	Ecci
00:C0:41	Digital Transmission Systems
00:C0:42	Datalux
00:C0:43	Stratacom
00:C0:44	Emcom
00:C0:45	Isolation Systems
00:C0:46	Kemitron
00:C0:47	Unimicro Systems
00:C0:48	BAY Technical Associates
00:C0:49	U.S. Robotics
00:C0:4A	Group 2000 AG
00:C0:4B	Creative Microsystems
00:C0:4C	Department OF Foreign Affairs
00:C0:4D	Mitec
00:C0:4E	Comtrol
00:C0:4F	Dell Computer
00:C0:50	Toyo Denki Seizo K.K.
00:C0:51	Advanced Integration Research
00:C0:52	Burr-brown
00:C0:53	Concerto Software
00:C0:54	Network Peripherals
00:C0:55	Modular Computing Technologies
00:C0:56	Somelec
00:C0:57	Myco Electronics
00:C0:58	Dataexpert
00:C0:59	Nippon Denso CO.
00:C0:5A	Semaphore Communications
00:C0:5B	Networks Northwest
00:C0:5C	Elonex PLC
00:C0:5D	L&N Technologies
00:C0:5E	Vari-lite
00:C0:5F	Fine-pal Company Limited
00:C0:60	ID Scandinavia AS
00:C0:61	Solectek
00:C0:62	Impulse Technology
00:C0:63	Morning Star Technologies
00:C0:64	General Datacomm IND.
00:C0:65	Scope Communications
00:C0:66	Docupoint
00:C0:67	United Barcode Industries
00:C0:68	Philip Drake Electronics
00:C0:69	Axxcelera Broadband Wireless
00:C0:6A	Zahner-elektrik Gmbh & CO. KG
00:C0:6B	OSI Plus
00:C0:6C	Svec Computer
00:C0:6D	Boca Research
00:C0:6E	Haft Technology
00:C0:6F	Komatsu
00:C0:70	Sectra Secure-transmission AB
00:C0:71	Areanex Communications
00:C0:72	KNX
00:C0:73	Xedia
00:C0:74	Toyoda Automatic Loom
00:C0:75	Xante
00:C0:76	I-data International A-S
00:C0:77	Daewoo Telecom
00:C0:78	Computer Systems Engineering
00:C0:79	Fonsys Co.
00:C0:7A	Priva B.V.
00:C0:7B	Ascend Communications
00:C0:7C	Hightech Information
00:C0:7D	Risc Developments
00:C0:7E	Kubota Electronic
00:C0:7F	Nupon Computing
00:C0:80	Netstar
00:C0:81	Metrodata
00:C0:82	Moore Products CO.
00:C0:83	Trace Mountain Products
00:C0:84	Data Link
00:C0:85	Electronics FOR Imaging
00:C0:86	THE Lynk
00:C0:87	Uunet Technologies
00:C0:88	EKF Elektronik Gmbh
00:C0:89	Telindus Distribution
00:C0:8A	Lauterbach Datentechnik Gmbh
00:C0:8B	Risq Modular Systems
00:C0:8C	Performance Technologies
00:C0:8D	Tronix Product Development
00:C0:8E	Network Information Technology
00:C0:8F	Matsushita Electric Works
00:C0:90	Praim S.r.l.
00:C0:91	Jabil Circuit
00:C0:92	Mennen Medical
00:C0:93	Alta Research
00:C0:94	VMX
00:C0:95	Znyx
00:C0:96	Tamura
00:C0:97	Archipel SA
00:C0:98	Chuntex Electronic CO.
00:C0:99	Yoshiki Industrial Co.
00:C0:9A	Photonics
00:C0:9B	Reliance Comm/tec
00:C0:9C	TOA Electronic
00:C0:9D	Distributed Systems Int'l
00:C0:9E	Cache Computers
00:C0:9F	Quanta Computer
00:C0:A0	Advance Micro Research
00:C0:A1	Tokyo Denshi Sekei CO.
00:C0:A2	Intermedium A/S
00:C0:A3	Dual Enterprises
00:C0:A4	Unigraf OY
00:C0:A5	Dickens Data Systems
00:C0:A6	Exicom Australia
00:C0:A7	Seel
00:C0:A8	GVC
00:C0:A9	Barron Mccann
00:C0:AA	Silicon Valley Computer
00:C0:AB	Telco Systems
00:C0:AC	Gambit Computer Communications
00:C0:AD	Marben Communication Systems
00:C0:AE	Towercom CO. DBA PC House
00:C0:AF	Teklogix
00:C0:B0	GCC Technologies
00:C0:B1	Genius NET CO.
00:C0:B2	Norand
00:C0:B3	Comstat Datacomm
00:C0:B4	Myson Technology
00:C0:B5	Corporate Network Systems
00:C0:B6	Snap Appliance
00:C0:B7	American Power Conversion
00:C0:B8	Fraser's Hill
00:C0:B9	Funk Software
00:C0:BA	Netvantage
00:C0:BB	Forval Creative
00:C0:BC	Telecom Australia/cssc
00:C0:BD	Inex Technologies
00:C0:BE	Alcatel - SEL
00:C0:BF	Technology Concepts
00:C0:C0	Shore Microsystems
00:C0:C1	Quad/graphics
00:C0:C2	Infinite Networks
00:C0:C3	Acuson Computed Sonography
00:C0:C4	Computer Operational
00:C0:C5	SID Informatica
00:C0:C6	Personal Media
00:C0:C7	Sparktrum Microsystems
00:C0:C8	Micro Byte
00:C0:C9	Elsag Bailey Process
00:C0:CA	ALFA
00:C0:CB	Control Technology
00:C0:CC	Telesciences CO Systems
00:C0:CD	Comelta
00:C0:CE	CEI Systems & Engineering PTE
00:C0:CF	Imatran Voima OY
00:C0:D0	Ratoc System
00:C0:D1	Comtree Technology
00:C0:D2	Syntellect
00:C0:D3	Olympus Image Systems
00:C0:D4	Axon Networks
00:C0:D5	Quancom Electronic Gmbh
00:C0:D6	J1 Systems
00:C0:D7	Taiwan Trading Center DBA
